23	GL343308.1	69.90	103	17	5	177482	177570	51432	51534	0.81	37.4
23	GL343308.1	73.33	60	16	0	381496	381555	109989	110048	0.81	37.4
23	GL343308.1	75.71	70	12	4	106664	106729	266083	266151	0.81	37.4
23	GL343308.1	79.49	39	8	0	235366	235404	15120	15158	2.8	35.6
23	GL343308.1	95.83	24	0	1	315102	315125	32803	32781	2.8	35.6
23	GL343308.1	86.21	29	4	0	276512	276540	50472	50444	2.8	35.6
23	GL343308.1	100.00	19	0	0	140172	140190	83714	83696	2.8	35.6
23	GL343308.1	95.45	22	1	0	189052	189073	99835	99856	2.8	35.6
23	GL343308.1	82.35	34	6	0	4050	4083	119642	119609	2.8	35.6
23	GL343308.1	76.36	55	9	2	182199	182251	121922	121974	2.8	35.6
23	GL343308.1	82.35	34	6	0	354241	354274	194607	194640	2.8	35.6
23	GL343308.1	91.67	24	2	0	358417	358440	221617	221640	2.8	35.6
23	GL343308.1	82.35	34	1	1	381018	381051	226730	226702	2.8	35.6
23	GL343308.1	86.21	29	4	0	234991	235019	251922	251950	2.8	35.6
23	GL343308.1	82.35	34	6	0	42920	42953	278100	278133	2.8	35.6
23	GL343308.1	76.79	56	11	2	350955	351009	318589	318535	2.8	35.6
23	GL343308.1	86.67	30	1	1	364146	364175	337166	337192	2.8	35.6
23	GL343308.1	86.21	29	4	0	56319	56347	339890	339918	2.8	35.6
23	GL343308.1	78.95	38	8	0	235367	235404	9687	9724	9.9	33.7
23	GL343308.1	100.00	18	0	0	225136	225153	12231	12214	9.9	33.7
23	GL343308.1	78.95	38	8	0	83419	83456	16018	15981	9.9	33.7
23	GL343308.1	78.00	50	9	2	381501	381549	17089	17137	9.9	33.7
23	GL343308.1	100.00	18	0	0	50038	50055	23870	23887	9.9	33.7
23	GL343308.1	78.95	38	8	0	83419	83456	29933	29896	9.9	33.7
23	GL343308.1	100.00	18	0	0	140173	140190	53540	53523	9.9	33.7
23	GL343308.1	78.95	38	8	0	83419	83456	58615	58578	9.9	33.7
23	GL343308.1	95.24	21	1	0	344062	344082	65883	65863	9.9	33.7
23	GL343308.1	100.00	18	0	0	64175	64192	84942	84959	9.9	33.7
23	GL343308.1	80.00	40	7	1	182801	182839	86279	86318	9.9	33.7
23	GL343308.1	78.95	38	8	0	83419	83456	92488	92451	9.9	33.7
23	GL343308.1	83.87	31	5	0	354249	354279	104636	104666	9.9	33.7
23	GL343308.1	95.24	21	1	0	381535	381555	110036	110056	9.9	33.7
23	GL343308.1	95.24	21	1	0	59030	59050	142250	142270	9.9	33.7
23	GL343308.1	95.24	21	1	0	196140	196160	144124	144144	9.9	33.7
23	GL343308.1	100.00	18	0	0	126767	126784	146367	146350	9.9	33.7
23	GL343308.1	100.00	18	0	0	344893	344910	149061	149044	9.9	33.7
23	GL343308.1	86.67	30	3	1	190927	190956	156652	156624	9.9	33.7
23	GL343308.1	83.87	31	5	0	42925	42955	160330	160360	9.9	33.7
23	GL343308.1	95.24	21	1	0	378076	378096	160480	160460	9.9	33.7
23	GL343308.1	95.24	21	1	0	87768	87788	160480	160460	9.9	33.7
23	GL343308.1	91.30	23	2	0	183909	183931	162552	162530	9.9	33.7
23	GL343308.1	85.71	28	4	0	64178	64205	164404	164377	9.9	33.7
23	GL343308.1	100.00	18	0	0	117560	117577	170472	170455	9.9	33.7
23	GL343308.1	100.00	18	0	0	140173	140190	199518	199535	9.9	33.7
23	GL343308.1	83.87	31	5	0	64175	64205	228420	228390	9.9	33.7
23	GL343308.1	95.24	21	1	0	288282	288302	229952	229932	9.9	33.7
23	GL343308.1	83.87	31	5	0	42925	42955	278075	278105	9.9	33.7
23	GL343308.1	83.87	31	5	0	354249	354279	302134	302104	9.9	33.7
23	GL343308.1	83.87	31	5	0	42925	42955	308666	308696	9.9	33.7
23	GL343308.1	78.95	38	8	0	352053	352090	321034	321071	9.9	33.7
23	GL343308.1	78.95	38	8	0	83419	83456	324439	324476	9.9	33.7
23	GL343308.1	78.95	38	8	0	83419	83456	326592	326629	9.9	33.7
23	GL343308.1	95.24	21	1	0	101172	101192	327475	327455	9.9	33.7
23	GL343308.1	95.24	21	1	0	284518	284538	330653	330633	9.9	33.7
23	GL343308.1	91.30	23	2	0	111911	111933	331707	331729	9.9	33.7
23	GL343308.1	81.82	33	6	0	381496	381528	340418	340386	9.9	33.7
23	GL343308.1	83.87	31	5	0	42925	42955	344538	344508	9.9	33.7
23	GL343308.1	78.95	38	8	0	83419	83456	348223	348186	9.9	33.7
